T_ID,Departuretraine,Departure_Time,Traine_Duration_Minutes,train_Status,Distance_Miles,Travel_Purpose,Seat_Class,train_Satisfaction_Score,Delay_Minutes,No_Show,Weather_Impact
F1428,Ranikhet Express  ,4/18/2025 23:55,217,On-time,1260,Leisure,Economy,6.5,6,0,0
F1869,Purushottam Express  ,10-08-2024 22:09,228,On-time,726,Family,Premium Economy,5.9,3,0,0
F816,Brahmaputra Mail  ,6/14/2024 9:04,266,On-time,1247,Leisure,Economy,7.9,44,0,0
F781,Sushasan Express  ,8/21/2024 22:54,106,On-time,737,Business,Business,8.1,4,0,1
F1557,NDLS–LKO AC SF Express  ,01-04-2025 06:42,223,Delayed,879,Family,Business,6,5,0,0
F1290,Anand Vihar–Kamakhya Express  ,5/27/2024 7:52,98,On-time,1445,Leisure,Economy,7.9,1,0,0
F756,Katihar–Amritsar Express  ,10/13/2023 13:50,207,On-time,850,Family,Economy,9.9,19,0,0
F1833,Ranikhet Express  ,12/29/2023 2:22,266,On-time,797,Business,Economy,4.8,22,0,0
F1633,Purushottam Express  ,05-02-2024 18:37,206,On-time,909,Leisure,Economy,5.3,2,0,0
F145,Brahmaputra Mail  ,06-09-2023 12:37,60,On-time,1086,Emergency,Premium Economy,7.7,15,0,0
F853,Kalindi Express  ,11/19/2023 18:54,210,Delayed,1300,Family,Premium Economy,5.2,0,0,0
F833,Farakka Express,3/17/2024 8:33,108,Cancelled,1107,Leisure,Business,8.9,1,0,0
F1182,Sushasan Express  ,3/29/2025 13:21,168,On-time,1555,Emergency,Premium Economy,8.6,1,0,0
F678,NDLS–LKO AC SF Express  ,12/29/2024 18:41,179,On-time,1059,Family,Premium Economy,8.2,4,0,0
F1337,Anand Vihar–Kamakhya Express  ,03-12-2025 12:52,304,On-time,983,Family,Economy,5.9,7,0,0
F921,Katihar–Amritsar Express  ,07-08-2024 22:05,112,On-time,574,Family,Business,5.9,27,0,0
F1676,Ranikhet Express  ,12-05-2024 02:33,214,On-time,950,Leisure,Business,4.9,3,0,0
F1958,Purushottam Express  ,6/20/2023 5:53,113,On-time,1005,Leisure,Economy,7.1,20,0,1
F1408,Brahmaputra Mail  ,6/24/2023 6:42,236,Delayed,1131,Family,Economy,8.1,29,0,0
F893,Sushasan Express  ,04-08-2025 00:11,147,On-time,1173,Leisure,Economy,6.4,5,0,0
F1240,NDLS–LKO AC SF Express  ,02-08-2024 15:41,199,On-time,1290,Emergency,Economy,9.1,11,0,0
F1697,Anand Vihar–Kamakhya Express  ,7/26/2024 4:18,61,On-time,1176,Emergency,Economy,7.7,2,0,0
F1308,Katihar–Amritsar Express  ,8/16/2024 10:57,104,On-time,1813,Leisure,Economy,7.9,1,0,1
F260,Ranikhet Express  ,5/25/2024 17:04,202,On-time,1239,Emergency,Economy,6.3,9,0,0
F1717,Purushottam Express  ,09-07-2024 10:05,228,On-time,1048,Family,Business,4.5,9,1,0
F1349,Brahmaputra Mail  ,1/19/2025 0:29,182,Cancelled,787,Family,Economy,5.3,2,0,0
F1708,Kalindi Express  ,3/24/2024 12:32,220,Cancelled,1301,Leisure,Economy,8.6,3,0,1
F476,Farakka Express,04-06-2024 21:34,160,On-time,1143,Business,First,7.8,1,0,1
F105,Sushasan Express  ,7/31/2024 17:55,184,On-time,1648,Emergency,Premium Economy,5.9,16,0,1
F591,NDLS–LKO AC SF Express  ,11/26/2023 7:18,177,On-time,756,Emergency,Economy,6,12,0,1
F982,Anand Vihar–Kamakhya Express  ,08-07-2023 07:04,126,On-time,1103,Emergency,Business,6.7,27,0,0
F1207,Katihar–Amritsar Express  ,2/25/2025 5:57,216,On-time,1082,Family,Business,8,6,0,0
F533,Ranikhet Express  ,12/26/2023 21:24,156,On-time,1399,Emergency,Economy,6.1,11,0,0
F637,Purushottam Express  ,9/25/2024 1:56,289,On-time,997,Family,Premium Economy,8.7,6,0,0
F716,Brahmaputra Mail  ,12-05-2023 03:32,127,Cancelled,1712,Family,Premium Economy,7.2,1,0,1
F191,Sushasan Express  ,01-04-2025 03:57,169,On-time,866,Leisure,Premium Economy,4.3,2,0,0
F124,NDLS–LKO AC SF Express  ,03-09-2025 10:10,115,Delayed,1419,Business,First,8.9,9,0,0
F955,Anand Vihar–Kamakhya Express  ,6/24/2024 12:35,220,On-time,1459,Leisure,Economy,6.6,4,0,1
F1871,Katihar–Amritsar Express  ,09-11-2023 15:44,169,On-time,1602,Family,Premium Economy,6.8,1,0,0
F1415,Ranikhet Express  ,02-08-2024 17:45,219,On-time,823,Business,Economy,5.7,2,0,0
F1884,Purushottam Express  ,7/21/2024 6:36,173,Delayed,1539,Business,Economy,7.4,5,0,0
F1433,Brahmaputra Mail  ,7/25/2023 6:09,195,On-time,1363,Leisure,Economy,3.8,28,0,0
F760,Kalindi Express  ,06-02-2024 11:28,277,On-time,816,Leisure,Economy,7.4,14,0,0
F88,Farakka Express,8/14/2024 22:41,79,On-time,1445,Business,Premium Economy,7,6,0,0
F1378,Sushasan Express  ,4/19/2024 16:20,226,On-time,875,Business,Economy,7.7,47,0,1
F1745,NDLS–LKO AC SF Express  ,3/13/2024 7:17,170,Delayed,1509,Family,Business,6.3,4,0,0
F1069,Anand Vihar–Kamakhya Express  ,11/27/2023 23:42,232,Cancelled,1233,Family,Premium Economy,6.3,11,0,1
F1646,Katihar–Amritsar Express  ,8/25/2023 18:40,98,On-time,864,Emergency,Premium Economy,6.5,20,0,0
F1755,Ranikhet Express  ,11/23/2024 1:42,195,On-time,1132,Emergency,Premium Economy,6.2,45,0,0
F881,Purushottam Express  ,7/31/2023 6:59,201,On-time,1371,Emergency,First,6.5,5,0,0
F1142,Brahmaputra Mail  ,6/25/2024 1:08,261,On-time,1091,Emergency,Economy,6.7,0,0,0
F1775,Sushasan Express  ,07-01-2023 10:44,150,On-time,821,Leisure,Economy,8.7,1,0,0
F500,NDLS–LKO AC SF Express  ,7/20/2024 0:59,330,On-time,1115,Business,Economy,7.7,2,0,0
F1469,Anand Vihar–Kamakhya Express  ,5/23/2024 1:13,250,On-time,1097,Business,Economy,5,24,0,0
F50,Katihar–Amritsar Express  ,08-10-2023 05:50,95,Cancelled,1715,Emergency,Economy,10,0,0,0
F1645,Ranikhet Express  ,7/27/2023 4:53,230,On-time,609,Business,Economy,9.3,1,0,0
F788,Purushottam Express  ,06-12-2024 13:12,243,On-time,1006,Leisure,Economy,9.1,9,0,0
F1100,Brahmaputra Mail  ,06-05-2024 16:51,172,Cancelled,1304,Business,First,7.2,20,0,1
F157,Kalindi Express  ,11/15/2024 3:55,158,On-time,1271,Family,Economy,8,3,0,0
F282,Farakka Express,3/29/2025 9:18,90,Cancelled,777,Business,Economy,5.3,3,0,0
F1536,Sushasan Express  ,06-04-2023 05:41,162,On-time,1769,Leisure,Premium Economy,8.4,9,0,0
F610,NDLS–LKO AC SF Express  ,9/18/2024 16:28,196,On-time,1060,Business,Economy,6.5,8,0,0
F1395,Anand Vihar–Kamakhya Express  ,06-07-2024 15:54,196,On-time,1792,Emergency,Business,7.5,26,0,1
F1069,Katihar–Amritsar Express  ,11/18/2024 21:00,178,On-time,738,Business,Premium Economy,7.9,13,0,0
F991,Ranikhet Express  ,05-02-2023 18:45,183,On-time,703,Leisure,Economy,7.3,7,0,0
F1721,Purushottam Express  ,1/26/2024 9:43,219,On-time,931,Family,Economy,6.2,14,0,0
F679,Brahmaputra Mail  ,09-09-2024 12:12,171,On-time,999,Emergency,Economy,7.5,16,0,1
F1993,Sushasan Express  ,8/13/2024 10:16,138,On-time,1186,Family,Economy,9.2,17,0,0
F451,NDLS–LKO AC SF Express  ,5/31/2023 1:42,287,Delayed,800,Family,Premium Economy,5.8,0,0,0
F1664,Anand Vihar–Kamakhya Express  ,11/21/2024 21:37,154,On-time,817,Emergency,Economy,6.9,4,0,0
F1954,Katihar–Amritsar Express  ,01-02-2025 13:46,275,On-time,681,Emergency,Premium Economy,10,29,0,0
F10,Ranikhet Express  ,3/26/2025 7:00,232,On-time,1710,Business,Economy,7.7,5,0,0
F1343,Purushottam Express  ,05-09-2023 07:05,161,On-time,1532,Business,Premium Economy,4.8,4,0,0
F1275,Brahmaputra Mail  ,04-04-2024 07:21,139,On-time,1140,Business,Economy,6.4,35,0,0
F1085,Kalindi Express  ,5/18/2024 9:44,252,On-time,1100,Emergency,Economy,5.2,1,0,0
F1174,Farakka Express,4/24/2023 22:05,227,Delayed,1549,Business,First,6.9,10,0,1
F200,Sushasan Express  ,11/23/2024 17:16,187,On-time,1275,Leisure,Economy,9.8,5,0,0
F1702,NDLS–LKO AC SF Express  ,12-09-2023 20:12,122,On-time,1513,Emergency,Economy,4.9,13,0,0
F687,Anand Vihar–Kamakhya Express  ,10-08-2023 22:12,157,Cancelled,1369,Business,Economy,5,0,0,1
F275,Katihar–Amritsar Express  ,1/22/2025 23:30,109,On-time,1535,Leisure,Economy,8.1,27,0,1
F1756,Ranikhet Express  ,11/24/2023 18:28,208,Cancelled,1469,Leisure,Premium Economy,5.6,3,0,0
F716,Purushottam Express  ,06-12-2024 15:42,127,On-time,1858,Emergency,Premium Economy,7,0,0,1
F1879,Brahmaputra Mail  ,01-07-2025 17:54,228,Delayed,1488,Leisure,Economy,8.2,2,0,0
F30,Sushasan Express  ,9/18/2024 11:50,174,On-time,1079,Business,Premium Economy,7.1,2,0,0
F627,NDLS–LKO AC SF Express  ,12/29/2024 8:25,251,On-time,1417,Business,Economy,8.3,25,0,0
F1231,Anand Vihar–Kamakhya Express  ,11-02-2024 10:27,145,Delayed,1260,Emergency,Economy,6.7,2,0,0
F1310,Katihar–Amritsar Express  ,08-03-2023 11:35,333,On-time,1459,Business,Premium Economy,8.6,5,0,1
F1824,Ranikhet Express  ,09-12-2023 01:06,141,On-time,905,Leisure,Economy,9.9,8,0,0
F1110,Purushottam Express  ,11-04-2023 23:15,191,On-time,675,Business,Business,6.5,6,0,0
F1564,Brahmaputra Mail  ,11/24/2024 7:09,73,On-time,901,Emergency,Premium Economy,8.2,13,0,0
F181,Kalindi Express  ,4/16/2024 20:18,205,On-time,949,Emergency,Premium Economy,8.1,0,0,0
F643,Farakka Express,10-05-2024 16:21,82,On-time,1053,Family,Premium Economy,6.1,6,0,0
F1221,Sushasan Express  ,3/23/2024 15:33,164,On-time,974,Leisure,Economy,7.9,12,0,0
F1557,NDLS–LKO AC SF Express  ,11/21/2024 21:45,75,On-time,777,Business,Economy,9.1,6,0,0
F126,Anand Vihar–Kamakhya Express  ,08-06-2023 18:01,94,On-time,1530,Family,Economy,6.3,0,1,0
F273,Katihar–Amritsar Express  ,09-10-2024 01:57,147,On-time,1242,Family,Premium Economy,8.7,12,1,0
F1802,Ranikhet Express  ,4/15/2024 7:43,166,On-time,618,Business,Premium Economy,7.2,5,0,0
F543,Purushottam Express  ,06-08-2024 11:21,161,On-time,1031,Leisure,Economy,8.4,19,0,0
F756,Brahmaputra Mail  ,11/28/2024 15:10,86,Cancelled,1575,Family,Economy,7,12,0,0
F723,Sushasan Express  ,12/14/2024 7:50,187,Cancelled,919,Business,Economy,8.1,39,0,0
F400,NDLS–LKO AC SF Express  ,5/18/2024 11:39,209,On-time,618,Emergency,Economy,5.2,1,1,0
F1516,Anand Vihar–Kamakhya Express  ,5/24/2023 7:25,206,On-time,1606,Business,Economy,5.7,12,0,1
F250,Katihar–Amritsar Express  ,06-05-2024 07:23,145,On-time,1517,Business,Economy,7.3,11,0,0
F689,Ranikhet Express  ,11/15/2024 5:14,56,On-time,1200,Family,Economy,6.9,5,0,0
F1664,Purushottam Express  ,11/23/2023 6:20,93,On-time,940,Family,Economy,6.9,13,0,0
F850,Brahmaputra Mail  ,11-04-2023 05:37,214,On-time,813,Business,Economy,8.4,11,0,0
F1894,Kalindi Express  ,07-01-2024 06:25,274,On-time,1424,Family,Economy,7,5,0,0
F1174,Farakka Express,01-02-2024 08:48,237,On-time,1100,Business,Economy,7.7,2,0,0
F144,Sushasan Express  ,07-11-2023 13:49,242,On-time,910,Emergency,Economy,7.1,3,0,0
F1700,NDLS–LKO AC SF Express  ,05-04-2024 19:55,146,On-time,1259,Business,Premium Economy,7.5,15,0,0
F1908,Anand Vihar–Kamakhya Express  ,10-11-2023 10:52,183,Delayed,1617,Emergency,Economy,4.2,39,0,0
F1657,Katihar–Amritsar Express  ,12-08-2023 10:23,177,On-time,1153,Leisure,Economy,6.1,4,0,0
F525,Ranikhet Express  ,2/13/2025 16:06,139,On-time,1233,Leisure,Economy,8.9,7,0,0
F1024,Purushottam Express  ,07-08-2023 09:19,199,On-time,1332,Leisure,Economy,7.9,0,0,0
F322,Brahmaputra Mail  ,01-09-2025 17:58,188,On-time,898,Business,Premium Economy,9.5,35,0,0
F1796,Sushasan Express  ,4/17/2025 13:39,157,On-time,894,Family,Business,5.9,14,0,0
F1313,NDLS–LKO AC SF Express  ,6/22/2024 21:49,116,On-time,1357,Family,Economy,6.4,16,0,0
F1172,Anand Vihar–Kamakhya Express  ,8/30/2023 11:02,135,On-time,893,Family,Economy,5.5,24,0,0
F1153,Katihar–Amritsar Express  ,03-10-2025 21:20,95,Cancelled,931,Leisure,Premium Economy,8.4,12,0,0
F1247,Ranikhet Express  ,12/18/2024 3:05,215,On-time,1003,Leisure,Economy,6.3,7,0,0
F491,Purushottam Express  ,07-08-2023 05:44,207,On-time,1456,Emergency,Economy,7.6,8,0,0
F1056,Brahmaputra Mail  ,2/28/2025 20:45,141,On-time,1040,Family,Economy,7.2,15,0,0
F113,Kalindi Express  ,9/23/2024 22:10,303,On-time,1374,Leisure,Economy,10,30,0,0
F712,Farakka Express,03-03-2024 16:45,218,On-time,1106,Leisure,Economy,7.1,5,0,0
F1087,Sushasan Express  ,1/26/2025 5:52,184,On-time,1164,Leisure,Premium Economy,8.9,7,0,0
F184,NDLS–LKO AC SF Express  ,3/20/2025 17:33,236,On-time,1291,Family,Economy,6.5,31,0,0
F1995,Anand Vihar–Kamakhya Express  ,06-10-2023 20:01,116,On-time,1114,Business,Premium Economy,6.8,3,0,1
F650,Katihar–Amritsar Express  ,7/29/2023 23:33,173,On-time,747,Emergency,Economy,7.4,2,0,0
F1537,Ranikhet Express  ,03-05-2025 16:16,204,On-time,976,Emergency,Business,7.5,4,0,0
F934,Purushottam Express  ,03-01-2025 00:02,83,On-time,1349,Family,Economy,6.1,0,0,0
F1667,Brahmaputra Mail  ,07-02-2024 08:02,253,Delayed,1310,Emergency,Premium Economy,8.6,8,0,0
F148,Sushasan Express  ,02-01-2024 23:41,214,On-time,1075,Leisure,Economy,6.1,9,0,0
F157,NDLS–LKO AC SF Express  ,5/17/2024 19:21,187,On-time,1352,Business,Economy,6.8,2,0,0
F1561,Anand Vihar–Kamakhya Express  ,12/19/2024 15:57,276,On-time,1364,Family,Premium Economy,6,3,0,0
F1565,Katihar–Amritsar Express  ,11-09-2023 10:02,114,On-time,1439,Emergency,Economy,7.2,1,0,0
F345,Ranikhet Express  ,09-05-2024 09:53,232,On-time,1316,Business,Economy,9.5,18,0,0
F1189,Purushottam Express  ,03-08-2025 17:09,157,On-time,1199,Leisure,Premium Economy,7.5,3,0,0
F982,Brahmaputra Mail  ,1/25/2024 5:13,165,On-time,1082,Family,Premium Economy,4.7,1,0,1
F188,Kalindi Express  ,12/31/2023 18:09,197,On-time,1580,Emergency,Business,5.8,31,0,0
F396,Farakka Express,06-05-2024 08:24,205,On-time,1054,Family,Economy,5.9,7,0,0
F25,Sushasan Express  ,4/26/2023 17:10,175,On-time,1064,Emergency,Economy,6.6,7,0,0
F952,NDLS–LKO AC SF Express  ,9/29/2023 3:49,161,On-time,837,Family,Economy,5.6,9,0,0
F1728,Anand Vihar–Kamakhya Express  ,7/29/2024 11:54,160,On-time,884,Family,Economy,8.1,2,0,0
F1248,Katihar–Amritsar Express  ,09-05-2024 14:38,182,On-time,903,Leisure,Economy,6.9,16,1,0
F161,Ranikhet Express  ,9/17/2023 17:17,99,On-time,1500,Family,Premium Economy,5.6,18,0,0
F77,Purushottam Express  ,04-07-2025 07:31,231,On-time,1007,Family,Economy,7.2,6,1,0
F1636,Brahmaputra Mail  ,8/31/2024 9:11,147,On-time,1334,Leisure,Economy,6.4,2,0,0
F1616,Sushasan Express  ,10/19/2023 18:21,225,On-time,1190,Leisure,Economy,7.6,14,0,0
F1342,NDLS–LKO AC SF Express  ,8/18/2023 8:29,136,On-time,1049,Emergency,Economy,9.4,11,0,0
F1495,Anand Vihar–Kamakhya Express  ,1/24/2024 19:16,139,On-time,1071,Family,Economy,6.9,0,0,0
F92,Katihar–Amritsar Express  ,5/18/2024 12:47,116,On-time,743,Emergency,Economy,8,4,0,0
F79,Ranikhet Express  ,12-05-2023 05:22,160,On-time,1345,Business,Business,3.5,15,0,0
F1459,Purushottam Express  ,01-01-2025 09:53,61,Delayed,1334,Business,Business,6,10,0,0
F233,Brahmaputra Mail  ,11/16/2023 14:54,190,On-time,908,Business,Economy,8.1,6,1,0
F22,Kalindi Express  ,09-03-2023 04:32,201,Delayed,1679,Emergency,Economy,7.7,2,0,0
F1116,Farakka Express,10-10-2024 06:27,259,On-time,988,Family,Economy,9.3,4,0,0
F1718,Sushasan Express  ,9/29/2023 2:10,335,On-time,1428,Family,Economy,7.4,11,0,0
F1649,NDLS–LKO AC SF Express  ,12-10-2023 01:33,147,On-time,1540,Family,Premium Economy,5.6,14,0,1
F164,Anand Vihar–Kamakhya Express  ,12/16/2024 20:37,104,Delayed,1348,Leisure,Economy,7.7,8,0,0
F474,Katihar–Amritsar Express  ,1/29/2024 23:35,89,On-time,893,Family,Economy,4.5,3,0,0
F1582,Ranikhet Express  ,9/20/2024 14:09,246,Cancelled,1128,Business,Business,4.8,0,0,0
F565,Purushottam Express  ,03-06-2025 05:52,213,On-time,1225,Family,Business,7.5,11,0,0
F1439,Brahmaputra Mail  ,10/31/2024 19:43,122,On-time,1072,Business,Economy,6.9,6,0,1
F1537,Sushasan Express  ,10-04-2023 07:09,145,On-time,835,Emergency,Economy,7.2,3,0,0
F224,NDLS–LKO AC SF Express  ,2/27/2025 17:37,222,On-time,969,Family,Economy,3.8,34,0,0
F526,Anand Vihar–Kamakhya Express  ,12-03-2023 12:04,235,On-time,1048,Leisure,Premium Economy,8.4,5,0,1
F875,Katihar–Amritsar Express  ,12-10-2024 01:35,237,On-time,854,Business,Business,5.9,26,0,0
F304,Ranikhet Express  ,12/27/2024 21:44,196,On-time,1295,Emergency,Economy,5.2,2,0,0
F1104,Purushottam Express  ,05-10-2024 07:16,90,On-time,1332,Family,Economy,6.6,8,0,0
F1766,Brahmaputra Mail  ,11/25/2023 18:24,185,On-time,785,Leisure,Economy,7.3,13,0,0
F1021,Kalindi Express  ,12-06-2023 08:06,221,Delayed,1111,Emergency,Economy,6.6,4,0,0
F1427,Farakka Express,10-08-2024 12:16,241,Delayed,1240,Leisure,Economy,6.5,12,0,0
F1282,Sushasan Express  ,5/20/2023 23:25,213,Delayed,1117,Business,Economy,10,8,0,0
F1744,NDLS–LKO AC SF Express  ,6/28/2024 19:09,163,On-time,1671,Emergency,Economy,5.2,12,0,0
F999,Anand Vihar–Kamakhya Express  ,10-11-2024 08:22,158,Delayed,970,Emergency,Economy,5.5,11,0,0
F186,Katihar–Amritsar Express  ,03-09-2025 12:23,178,On-time,1506,Business,Economy,6,10,0,0
F759,Ranikhet Express  ,02-12-2025 12:01,200,On-time,1494,Emergency,Economy,7.4,14,0,1
F463,Purushottam Express  ,07-07-2023 01:54,272,On-time,1642,Business,Premium Economy,9.5,6,0,0
F1703,Brahmaputra Mail  ,12/14/2024 8:29,160,On-time,1083,Business,Economy,4.5,8,0,0
F1498,Sushasan Express  ,7/27/2024 3:24,204,On-time,1194,Business,Premium Economy,9.2,5,0,0
F1100,NDLS–LKO AC SF Express  ,11/22/2024 9:52,114,On-time,1241,Family,Business,6.7,3,0,0
F925,Anand Vihar–Kamakhya Express  ,12/21/2023 8:30,217,On-time,1581,Family,Economy,8.4,15,0,0
F313,Katihar–Amritsar Express  ,10-05-2023 10:42,209,On-time,1459,Business,Economy,8.3,12,0,0
F1311,Ranikhet Express  ,9/19/2023 22:33,173,On-time,1067,Family,Economy,7.1,3,0,0
F724,Purushottam Express  ,11/24/2024 20:19,184,Delayed,1088,Family,Economy,7,13,0,0
F686,Brahmaputra Mail  ,9/20/2024 10:53,155,On-time,1267,Leisure,Business,7.7,16,0,0
F148,Kalindi Express  ,8/20/2023 23:02,188,On-time,1150,Business,Economy,8,6,0,1
F1023,Farakka Express,4/26/2023 21:52,200,On-time,1166,Business,Economy,6.6,26,0,1
F29,Sushasan Express  ,4/20/2024 5:20,206,On-time,1405,Leisure,Economy,8.3,3,0,0
F639,NDLS–LKO AC SF Express  ,1/28/2024 11:40,178,On-time,1188,Family,Economy,6.2,4,0,1
F1140,Anand Vihar–Kamakhya Express  ,04-04-2025 17:47,140,On-time,1397,Business,Premium Economy,8.6,18,0,0
F1053,Katihar–Amritsar Express  ,02-03-2025 13:29,63,On-time,690,Emergency,Economy,6.8,2,0,0
F1034,Ranikhet Express  ,12-09-2024 21:53,187,On-time,1353,Emergency,Economy,6.2,8,0,0
F444,Purushottam Express  ,04-06-2025 21:34,284,Delayed,1437,Leisure,Economy,7.2,3,0,0
F1135,Brahmaputra Mail  ,9/13/2024 8:29,227,On-time,928,Emergency,Economy,8.1,2,0,0
F544,Sushasan Express  ,01-06-2024 05:06,258,On-time,1188,Emergency,Economy,8,7,0,0
F16,NDLS–LKO AC SF Express  ,1/13/2025 15:59,113,On-time,1023,Emergency,Premium Economy,6.4,26,0,0
F1321,Anand Vihar–Kamakhya Express  ,10/26/2023 5:33,182,On-time,870,Family,Economy,9.2,1,0,0
F965,Katihar–Amritsar Express  ,12-10-2023 16:58,275,Cancelled,1248,Business,Business,6.2,17,0,0
F742,Ranikhet Express  ,10/21/2024 10:21,243,On-time,669,Leisure,Economy,9.4,29,0,0
F1656,Purushottam Express  ,01-01-2025 01:48,188,On-time,1343,Business,Business,7.3,2,0,0
F741,Brahmaputra Mail  ,11/21/2023 14:05,93,On-time,1146,Business,Premium Economy,5.8,19,0,0
F767,Kalindi Express  ,12/13/2023 17:36,105,On-time,1422,Emergency,Economy,6.4,11,0,0
F1384,Farakka Express,3/22/2024 12:01,158,On-time,1294,Family,Economy,5,9,0,0
F1326,Sushasan Express  ,11/24/2024 19:05,144,Delayed,1069,Leisure,Economy,9.3,51,0,0
F1667,NDLS–LKO AC SF Express  ,5/24/2024 14:19,87,Delayed,1079,Family,Economy,6.4,8,0,0
F1046,Anand Vihar–Kamakhya Express  ,5/31/2023 2:53,212,On-time,1295,Emergency,Economy,7.6,15,0,0
F1978,Katihar–Amritsar Express  ,04-05-2024 11:00,196,On-time,1148,Leisure,Economy,7.9,7,0,0
F1883,Ranikhet Express  ,8/19/2024 4:17,62,On-time,1329,Leisure,Business,8,12,0,0
F1156,Purushottam Express  ,12/19/2023 18:45,148,On-time,1030,Business,Economy,7,20,1,1
F15,Brahmaputra Mail  ,1/19/2025 12:39,115,On-time,1119,Family,First,9,19,0,0
F1953,Sushasan Express  ,6/17/2024 4:25,278,On-time,1770,Family,Premium Economy,8,7,0,0
F926,NDLS–LKO AC SF Express  ,8/19/2023 3:45,175,On-time,1403,Leisure,Economy,6.6,0,0,0
F1000,Anand Vihar–Kamakhya Express  ,11/15/2023 12:12,134,Delayed,1342,Family,Business,8.8,23,0,0
F1224,Katihar–Amritsar Express  ,8/26/2024 21:46,195,On-time,768,Business,Economy,7.9,6,0,0
F1162,Ranikhet Express  ,02-09-2025 17:05,74,On-time,1243,Emergency,Economy,6.8,0,0,0
F1466,Purushottam Express  ,11/20/2023 20:42,211,Delayed,663,Family,Economy,7.4,2,0,0
F1659,Brahmaputra Mail  ,9/16/2023 23:36,224,Cancelled,859,Family,Premium Economy,7.6,16,1,0
F553,Kalindi Express  ,10/18/2024 21:17,159,On-time,438,Family,Economy,10,17,0,0
F1293,Farakka Express,04-01-2024 07:33,285,On-time,556,Leisure,Economy,6.6,2,0,0
F686,Sushasan Express  ,6/16/2023 12:36,247,On-time,2003,Family,Premium Economy,2.6,0,0,0
F700,NDLS–LKO AC SF Express  ,2/26/2025 22:21,189,On-time,826,Emergency,Business,6,3,0,1
F103,Anand Vihar–Kamakhya Express  ,5/13/2024 21:25,196,Delayed,1358,Emergency,Premium Economy,10,2,0,0
F718,Katihar–Amritsar Express  ,10/24/2024 22:07,183,On-time,844,Business,Economy,6.3,1,0,0
F325,Ranikhet Express  ,1/28/2024 9:56,326,On-time,761,Leisure,Economy,5.6,8,1,0
F189,Purushottam Express  ,10-05-2024 22:30,207,On-time,920,Emergency,Economy,9,1,0,0
F734,Brahmaputra Mail  ,10-03-2023 20:13,276,On-time,1578,Emergency,Economy,4.4,7,0,0
F1306,Sushasan Express  ,5/31/2024 13:51,191,On-time,1296,Family,Economy,6.5,10,0,0
F416,NDLS–LKO AC SF Express  ,8/23/2023 11:31,228,On-time,559,Business,Economy,3.5,1,0,0
F111,Anand Vihar–Kamakhya Express  ,06-11-2024 04:02,94,On-time,1425,Family,Economy,5.3,4,0,0
F1114,Katihar–Amritsar Express  ,01-03-2025 04:34,179,On-time,1315,Emergency,First,8.1,3,0,0
F812,Ranikhet Express  ,6/13/2023 5:16,122,On-time,545,Leisure,Business,6.2,14,0,0
F239,Purushottam Express  ,12-12-2023 10:07,219,Delayed,1160,Leisure,Premium Economy,8.1,12,0,0
F236,Brahmaputra Mail  ,08-03-2024 12:24,192,Delayed,947,Business,Premium Economy,5.2,24,0,0
F384,Kalindi Express  ,10/16/2023 12:43,330,Cancelled,1213,Leisure,Economy,7,1,0,0
F769,Farakka Express,9/18/2024 5:49,260,On-time,1343,Emergency,Business,9.8,4,0,0
F459,Sushasan Express  ,08-08-2023 18:17,256,Delayed,777,Emergency,Economy,7.1,4,0,0
F983,NDLS–LKO AC SF Express  ,8/24/2024 1:49,127,On-time,1024,Emergency,First,4.9,10,0,0
F385,Anand Vihar–Kamakhya Express  ,08-05-2023 15:23,187,Cancelled,975,Family,Economy,6,10,0,0
F1348,Katihar–Amritsar Express  ,7/13/2023 8:30,185,Cancelled,1397,Business,Economy,9.3,4,0,0
F1662,Ranikhet Express  ,05-10-2023 23:12,163,On-time,1174,Leisure,Economy,6.4,5,0,0
F1964,Purushottam Express  ,06-09-2024 03:51,182,On-time,952,Family,Economy,6.4,11,0,0
F1842,Brahmaputra Mail  ,07-05-2023 14:22,204,On-time,1246,Emergency,Premium Economy,6.8,7,0,0
F1487,Sushasan Express  ,2/16/2024 12:55,238,On-time,1297,Business,Premium Economy,8.3,15,0,1
F1827,NDLS–LKO AC SF Express  ,7/18/2023 6:51,199,On-time,519,Family,Economy,7.6,32,0,0
F328,Anand Vihar–Kamakhya Express  ,8/31/2024 15:04,166,On-time,1073,Emergency,Business,7.6,11,0,1
F829,Katihar–Amritsar Express  ,05-07-2023 19:18,216,On-time,1049,Emergency,Economy,8.5,24,0,0
F107,Ranikhet Express  ,5/29/2023 16:01,146,On-time,1620,Family,Premium Economy,5.3,7,0,0
F913,Purushottam Express  ,07-06-2023 17:55,16,Cancelled,1388,Family,Premium Economy,5.5,24,0,1
F1709,Brahmaputra Mail  ,12/28/2023 19:33,165,On-time,938,Business,Economy,8.6,3,0,0
F452,Kalindi Express  ,11/30/2023 7:03,171,On-time,1226,Family,Premium Economy,8,7,0,0
F1228,Farakka Express,07-11-2023 13:00,221,On-time,1230,Business,Business,4.6,5,0,0
F332,Sushasan Express  ,6/26/2023 11:32,203,On-time,1036,Family,Business,8.1,0,0,0
F1814,NDLS–LKO AC SF Express  ,3/31/2024 8:13,97,Delayed,1367,Family,Premium Economy,6.2,23,1,0
